ID,satisfaction_level,last_evaluation_rating,projects_worked_on,average_monthly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary,Attrition
14840,1.4,5.1,4,253,6,0,0,RandD,medium,0
14841,7.8,9.2,5,242,4,0,0,RandD,medium,0
14842,5.2,7.4,3,238,3,0,0,RandD,medium,0
14843,9.4,6.8,5,151,2,0,0,RandD,medium,0
14844,8.3,8,4,158,4,0,0,marketing,medium,0
14845,4.4,6.8,2,120,2,0,0,marketing,medium,0
14846,7.2,7.4,3,187,2,0,0,sales,medium,0
14847,8.4,5.8,3,140,3,0,0,accounting,medium,0
14848,7.6,9.9,3,164,2,0,0,support,medium,0
14849,9.2,9.4,5,253,2,0,0,technical,high,0
14850,5.8,9.3,5,235,2,0,0,management,low,0
14851,8.5,8.1,4,189,4,0,0,marketing,medium,0
14852,7.4,5.1,4,246,3,1,0,marketing,medium,0
14853,7.4,8.7,4,258,2,0,0,marketing,medium,0
14854,7.2,8,3,158,3,0,0,sales,medium,0
14855,7.6,9.8,4,173,3,1,0,sales,low,0
14856,8.5,7.2,3,201,3,0,0,sales,low,0
14857,8.2,4.9,5,185,3,0,0,sales,low,0
14858,6,9.3,5,270,3,1,0,sales,low,0
14859,3.9,6.4,3,152,2,0,0,sales,low,0
14860,8.3,5.3,3,211,4,1,0,sales,low,0
14861,7,9.2,3,162,3,1,0,sales,low,0
14862,8.4,9.7,4,253,2,1,0,sales,low,0
14863,9,7.7,4,236,3,0,0,sales,low,0
14864,1.8,8.4,4,231,5,0,0,sales,low,0
14865,5.2,7.1,2,231,2,0,0,sales,low,0
14866,8.7,5.1,4,233,3,0,0,sales,low,0
14867,6,7.9,5,217,2,0,0,sales,low,0
14868,7.2,9.3,4,174,2,0,0,sales,low,0
14869,4.8,6.4,4,227,3,0,0,sales,low,0
14870,7.5,5.3,3,222,2,0,0,sales,low,0
14871,8.5,5.5,2,207,6,0,0,sales,low,0
14872,3.9,4.1,6,115,3,0,0,sales,low,0
14873,6.1,6.8,3,254,2,0,0,accounting,low,0
14874,6,6.1,4,170,3,0,0,accounting,low,0
14875,5.7,6.4,2,206,3,0,0,accounting,low,0
14876,1.9,6.8,5,149,3,0,0,hr,medium,0
14877,4.8,7.7,3,197,3,0,0,hr,medium,0
14878,6.9,7.5,4,261,3,0,0,hr,medium,0
14879,7,5.5,4,256,4,0,0,hr,medium,0
14880,6.5,9.2,3,219,3,0,0,technical,medium,0
14881,8.1,9.6,4,143,3,1,0,technical,medium,0
14882,8.5,9.5,4,171,3,0,0,technical,medium,0
14883,9.3,7.6,4,207,2,0,0,technical,medium,0
14884,7.2,9.4,4,235,3,0,0,technical,medium,0
14885,4.9,5.5,2,173,3,0,0,technical,medium,0
14886,9.4,4.7,5,131,6,0,0,technical,medium,0
14887,8.1,8.4,4,143,2,0,0,technical,medium,0
14888,9.2,7.8,5,193,4,0,0,technical,high,0
14889,9.7,8.2,3,135,2,0,0,technical,low,0
14890,9.8,6.1,4,265,2,1,0,technical,medium,0
14891,4.4,4.5,3,133,2,1,0,support,medium,0
14892,7.2,8.7,4,184,4,0,0,support,medium,0
14893,8,7.3,5,135,3,0,0,support,medium,0
14894,6,7.2,4,267,4,0,0,support,low,0
14895,8.9,6.5,4,184,3,0,0,support,low,0
14896,6.9,5.7,5,227,2,0,0,support,low,0
14897,5.4,8.1,4,257,2,0,0,support,low,0
14898,9.7,7.5,5,235,3,1,0,support,low,0
14899,3.7,4,4,161,2,0,0,support,low,0
14900,7.3,5.2,4,215,3,0,0,support,low,0
14901,5.7,6.9,4,146,3,0,0,support,low,0
14902,8.6,6.6,4,191,2,0,0,technical,low,0
14903,8.3,8.5,4,261,3,0,0,technical,low,0
14904,1.9,5.2,5,200,5,0,0,technical,low,0
14905,5.5,9.3,4,239,4,0,0,management,low,0
14906,6,6.5,4,160,2,0,0,IT,low,0
14907,6.2,7.1,3,177,3,1,0,IT,low,0
14908,6.5,5.5,5,215,2,0,0,IT,low,0
14909,4,4.8,4,97,2,0,0,IT,low,0
14910,8.2,7.8,5,231,2,1,0,IT,low,0
14911,7.5,6.9,2,257,2,1,0,product_mng,low,0
14912,8.3,5.3,3,232,3,1,0,product_mng,low,0
14913,7.7,7.8,4,212,3,0,0,product_mng,low,0
14914,5.9,9.8,4,198,3,0,0,product_mng,low,0
14915,8,7.9,5,240,4,0,0,IT,medium,0
14916,8.4,5.5,3,242,3,0,0,RandD,medium,0
14917,8.8,7.1,4,250,3,0,0,RandD,medium,0
14918,3.7,9,3,229,6,0,0,RandD,medium,0
14919,8.8,6.6,4,133,2,0,0,RandD,medium,0
14920,6.9,8.5,3,200,2,0,0,RandD,medium,0
14921,5.4,4.9,2,155,2,1,0,marketing,medium,0
14922,7.6,5.7,5,139,4,0,0,sales,medium,0
14923,5.1,5.8,4,272,3,0,0,accounting,medium,0
14924,1.6,5.2,3,100,4,0,0,support,medium,0
14925,6.5,6,5,160,3,0,0,technical,medium,0
14926,5.4,8.1,5,195,4,0,0,management,medium,0
14927,6.6,6.8,4,152,3,0,0,marketing,high,0
14928,9.5,6.5,5,182,3,0,0,marketing,low,0
14929,8.3,5.7,3,137,2,0,0,marketing,medium,0
14930,9.8,8.4,4,182,3,0,0,sales,medium,0
14931,7.2,7.2,3,217,2,0,0,sales,medium,0
14932,7.1,6.2,4,192,4,0,0,sales,medium,0
14933,3.6,6.5,3,116,2,1,0,sales,low,0
14934,5.5,6.5,4,170,4,0,0,sales,low,0
14935,6.4,5.2,3,223,3,0,0,sales,low,0
14936,6.2,5.7,3,174,2,0,0,sales,low,0
14937,10,9.5,3,193,6,0,0,sales,low,0
14938,9.1,9.1,6,167,2,1,0,sales,low,0
14939,8.1,6.7,4,225,3,0,0,sales,low,0
14940,7.1,9.2,4,248,3,1,0,sales,low,0
14941,9.7,7.4,3,104,5,0,0,sales,low,0
14942,7.5,8.6,6,148,4,0,0,sales,low,0
14943,6.8,10,3,148,4,1,0,sales,low,0
14944,8.7,6.8,5,187,3,0,0,sales,low,0
14945,9.6,5.7,3,151,2,0,0,sales,low,0
14946,4.1,8.6,6,215,5,0,0,sales,low,0
14947,8.1,6.1,4,142,4,0,0,sales,low,0
14948,6.8,10,6,258,5,0,0,sales,low,0
14949,6.3,5.6,4,228,3,0,0,accounting,low,0
14950,6,8.4,2,221,3,0,0,accounting,low,0
14951,6.6,9.7,3,263,3,0,0,accounting,medium,0
14952,6.9,8.2,4,273,4,0,0,hr,medium,0
14953,2.3,3.7,3,247,4,0,0,hr,medium,0
14954,5.2,6.3,3,225,3,0,0,hr,medium,0
14955,6.5,8.6,4,269,2,1,0,hr,medium,0
14956,7.8,4,6,174,3,0,0,technical,medium,0
14957,6,6.5,5,201,2,0,0,technical,medium,0
14958,9,6.2,3,254,3,0,0,technical,medium,0
14959,5.9,9.5,5,254,2,0,0,technical,medium,0
14960,8.9,7.8,3,185,2,1,0,technical,medium,0
14961,9.6,8.5,4,200,4,0,0,technical,medium,0
14962,6.8,7.6,3,190,3,1,0,technical,medium,0
14963,5.2,7.2,2,160,2,0,0,technical,high,0
14964,6.8,9.4,3,264,2,0,0,technical,low,0
14965,6,5.9,3,172,3,0,0,technical,medium,0
14966,2.8,8.3,5,279,4,0,0,technical,medium,0
14967,9.8,5.4,5,260,3,0,0,support,medium,0
14968,6.7,5.2,4,262,2,0,0,support,medium,0
14969,8.6,6,5,134,2,1,0,support,low,0
14970,8.3,9,3,195,3,0,0,support,low,0
14971,7.9,8.6,3,139,3,0,0,support,low,0
14972,5.4,8.6,4,205,5,0,0,support,low,0
14973,5.1,8.6,5,212,2,0,0,support,low,0
14974,7.5,6.5,4,148,2,0,0,support,low,0
14975,5.1,6.7,4,228,3,0,0,support,low,0
14976,7.3,7.4,5,230,3,0,0,support,low,0
14977,1.7,4,4,286,3,0,0,support,low,0
14978,8.8,5.9,4,142,3,0,0,technical,low,0
14979,7.6,7.9,3,161,3,0,0,technical,low,0
14980,2.9,7.7,3,152,3,1,0,technical,low,0
14981,6.2,9.7,4,266,3,0,0,management,low,0
14982,5,8.5,2,143,3,0,0,IT,low,0
14983,1.6,6.5,5,165,3,0,0,IT,low,0
14984,1.8,9.9,4,204,6,0,0,IT,low,0
14985,8.6,6.8,4,170,2,0,0,IT,low,0
14986,6.8,5.2,5,203,3,0,0,IT,low,0
14987,6.8,8.5,3,199,3,0,0,product_mng,low,0
14988,8.9,7.8,4,223,3,0,0,product_mng,low,0
14989,8.6,8.8,4,220,2,0,0,product_mng,low,0
14990,4.3,4.1,4,190,3,0,0,product_mng,medium,0
14991,8.5,5.8,4,143,6,1,0,IT,medium,0
14992,9.4,8,5,111,4,0,1,RandD,medium,0
14993,5.8,7.1,4,145,3,1,1,RandD,medium,0
14994,4.3,6,3,138,3,0,1,RandD,medium,0
14995,7.2,4.9,3,203,3,0,1,RandD,medium,0
14996,9.5,9.6,5,175,3,1,1,RandD,medium,0
14997,3.5,6.7,3,119,3,0,1,marketing,medium,0
14998,7.7,7.9,3,157,3,0,1,sales,medium,0
14999,7.4,7,5,135,2,0,1,accounting,medium,0
15000,5,6,4,200,2,0,1,support,medium,0
15001,8.7,5.6,4,121,2,0,1,technical,medium,0
15002,5.5,4.8,3,162,3,0,1,management,high,0
15003,8,6.5,3,135,3,0,1,marketing,low,0
15004,4.9,5.2,4,183,2,0,1,marketing,medium,0
15005,5.4,9.2,4,228,3,0,1,marketing,medium,0
15006,2.1,8.7,4,148,5,0,0,sales,medium,0
15007,7.7,7.7,3,219,2,0,0,sales,medium,0
15008,5.3,7.3,4,147,3,0,0,sales,low,0
15009,8.9,4.9,5,165,6,0,0,sales,low,0
15010,2.5,5.9,4,218,3,1,0,sales,low,0
15011,5.3,5.9,3,231,2,0,0,sales,low,0
15012,4.4,4.5,2,124,3,0,0,sales,low,0
15013,7,4.4,2,131,2,0,0,sales,low,0
15014,5.4,7.6,3,199,4,0,0,sales,low,0
15015,9,5.6,3,220,3,0,0,sales,low,0
15016,6.9,8,5,215,3,0,0,sales,low,0
15017,7.8,5.9,4,180,3,0,0,sales,low,0
15018,9.1,4.9,6,272,6,0,0,sales,low,0
15019,9.2,6.1,2,228,2,0,0,sales,low,0
15020,9.6,8.8,3,168,2,0,0,sales,low,0
15021,8,7.7,4,205,2,0,0,sales,low,0
15022,5.2,6.7,3,244,3,0,0,sales,low,0
15023,5.2,9.7,3,185,2,0,0,sales,low,0
15024,9.3,9.6,5,135,3,1,0,sales,low,0
15025,8.9,9,4,160,2,0,0,accounting,low,0
15026,8.3,6.1,4,262,4,0,0,accounting,low,0
15027,7,8.4,6,225,6,0,0,accounting,low,0
15028,8.9,7.4,4,174,2,0,0,hr,low,0
15029,2.1,3.7,6,266,3,0,1,hr,medium,0
15030,6.7,7.8,4,241,4,0,1,hr,medium,0
15031,7.3,9.7,3,245,2,0,1,hr,medium,0
15032,8.5,5.1,3,261,4,0,1,technical,medium,0
15033,5.4,8.5,4,157,3,0,1,technical,medium,0
15034,7.4,9.4,3,286,6,0,1,technical,medium,0
15035,7.1,6.5,4,263,2,1,1,technical,medium,0
15036,7.6,5.2,2,229,3,0,1,technical,medium,0
15037,8.5,5,4,159,2,0,1,technical,medium,0
15038,8.2,8.9,4,196,3,0,1,technical,medium,0
15039,7.1,7.9,4,133,3,0,1,technical,medium,0
15040,7.9,6.5,5,228,3,0,1,technical,medium,0
15041,8.6,5.6,4,247,3,0,1,technical,high,0
15042,9,7.8,5,215,3,0,1,technical,low,0
15043,6.5,8,6,233,3,1,1,support,medium,0
15044,5.3,7.4,5,237,2,0,1,support,medium,0
15045,5.1,9.1,4,269,5,0,1,support,medium,0
15046,10,7.6,6,246,3,1,1,support,medium,0
15047,9.2,8.2,4,168,3,0,1,support,low,0
15048,10,5.9,3,168,3,0,1,support,low,0
15049,2.3,6.7,4,163,5,0,1,support,low,0
15050,5.2,7.7,3,142,2,0,1,support,low,0
15051,8,8.3,4,183,2,1,1,support,low,0
15052,5.9,7.2,4,264,3,0,0,support,low,0
15053,7.5,5.5,2,184,2,0,0,support,low,0
15054,9.9,5.8,4,138,3,0,0,technical,low,0
15055,5.7,7.6,3,195,3,0,0,technical,medium,0
15056,8.7,9.5,4,251,3,0,0,technical,medium,0
15057,5.2,4.7,3,108,5,0,0,management,medium,0
15058,5.7,9,3,144,2,0,0,IT,medium,0
15059,3.2,7.7,6,112,4,0,0,IT,medium,0
15060,6.6,8.1,2,201,3,0,0,IT,medium,0
15061,5.3,8,4,204,3,0,0,IT,medium,0
15062,5.5,6.2,5,226,3,0,0,IT,medium,0
15063,6.6,9,3,217,4,0,0,product_mng,medium,0
15064,6.9,9.2,4,149,2,0,0,product_mng,medium,0
15065,6.7,9.9,5,237,3,0,0,product_mng,medium,0
15066,7.5,3.7,3,256,3,0,0,product_mng,medium,0
15067,7,9.8,4,194,2,0,0,IT,medium,0
15068,7.1,7.4,3,202,2,0,0,RandD,medium,0
15069,9.7,6,5,133,2,0,0,RandD,medium,0
15070,5,4.8,3,246,3,0,0,RandD,medium,0
15071,3.4,9.2,3,206,3,0,0,RandD,medium,0
15072,6.7,7.4,3,204,3,0,0,RandD,medium,0
15073,7.8,9.8,4,157,3,0,0,marketing,medium,0
15074,5.2,9.1,4,187,2,0,0,sales,medium,0
15075,9.1,5.1,2,211,2,0,0,accounting,medium,0
15076,7.9,9.2,3,204,3,0,0,support,medium,0
15077,8.3,5.3,5,182,2,1,0,technical,medium,0
15078,7.4,7.6,3,244,3,0,0,management,medium,0
15079,7.7,9.7,3,184,3,1,0,marketing,medium,0
15080,4.9,7.1,2,117,3,0,0,marketing,high,0
15081,9.4,8.9,3,230,3,1,0,marketing,high,0
15082,9.9,9.1,3,241,2,0,0,sales,high,0
15083,6.9,8.4,3,227,3,1,0,sales,high,0
15084,8.8,5.9,5,147,4,0,0,sales,high,0
15085,8.9,9,3,240,3,0,0,sales,high,0
15086,8,5.8,4,238,2,0,0,sales,high,0
15087,2.2,8.9,4,262,4,0,0,sales,high,0
15088,8.7,8.3,4,215,2,0,0,sales,high,0
15089,6.6,6.6,3,211,4,0,0,sales,high,0
15090,9,6.8,3,156,3,1,0,sales,high,0
15091,9.5,5.4,4,180,5,0,0,sales,high,0
15092,4.9,5.6,4,260,6,0,0,sales,low,0
15093,7.1,6.8,4,228,2,0,0,sales,low,0
15094,2,9.6,2,249,3,0,0,sales,low,0
15095,9.5,6.4,3,242,5,1,0,sales,low,0
15096,6.8,8,2,254,2,1,0,sales,low,0
15097,9.3,6.8,3,272,2,1,0,sales,low,0
15098,8.5,5.7,5,210,3,0,0,sales,low,0
15099,8.2,6.8,3,140,2,0,0,sales,low,0
15100,8.7,4.2,5,252,5,0,0,sales,low,0
15101,8.8,8.4,3,266,3,0,0,accounting,low,0
15102,9.8,7.9,4,138,3,0,0,accounting,low,0
15103,8.9,9.8,3,220,3,0,0,accounting,low,0
15104,9.2,5.1,5,214,3,0,0,hr,low,0
15105,4.8,6,2,121,5,0,0,hr,low,0
15106,6.7,4.9,4,195,3,0,0,hr,low,0
15107,8.4,5.5,3,135,3,0,0,hr,medium,0
15108,9.7,7.8,4,261,2,0,0,technical,medium,0
15109,6.5,5.3,5,205,3,1,0,technical,medium,0
15110,7.9,8.7,5,240,2,1,0,technical,medium,0
15111,7.5,7.5,2,141,4,0,0,technical,medium,0
15112,6.9,6.4,4,200,3,0,0,technical,medium,0
15113,8.5,6,4,257,3,0,0,technical,medium,0
15114,3.4,4.1,2,141,3,0,0,technical,medium,0
15115,9.7,6.8,3,185,2,0,0,technical,medium,0
15116,3.9,9.9,6,235,6,0,0,technical,medium,0
15117,5.4,8.1,4,264,4,0,0,technical,medium,0
15118,7.8,6.7,4,260,3,0,0,technical,medium,0
15119,4.9,7.9,4,158,3,0,0,support,high,0
15120,1.7,8.3,6,195,5,0,0,support,high,0
15121,9.8,8.1,3,180,2,1,0,support,high,0
15122,9,10,2,114,5,0,0,support,high,0
15123,2.4,8.9,5,228,4,1,0,support,high,0
15124,9.2,7.9,5,243,3,1,0,support,high,0
15125,3.6,7.2,3,179,3,0,0,support,high,0
15126,1.9,7.6,2,158,3,0,0,support,high,0
15127,7.5,7.6,4,254,4,0,0,support,low,0
15128,9.1,8.1,3,220,3,1,0,support,low,0
15129,7.2,9.5,5,171,3,0,0,support,low,0
15130,6.2,6.4,4,142,2,0,0,technical,low,0
15131,9.7,7.5,3,241,2,0,0,technical,low,0
15132,6.9,6.4,3,275,3,0,0,technical,low,0
15133,9.8,5.6,3,157,2,0,0,management,low,0
15134,6.2,5.3,5,169,3,0,0,IT,low,0
15135,5.9,8.2,2,233,2,0,0,IT,medium,0
15136,7.3,9.8,4,160,3,0,0,IT,medium,0
15137,7.1,7.9,3,189,3,0,0,IT,medium,0
15138,8.5,5.8,4,273,4,0,0,IT,medium,0
15139,8,9.4,4,141,3,1,0,product_mng,medium,0
15140,4.8,3.8,3,134,3,0,0,product_mng,medium,0
15141,6.4,4,3,248,3,0,0,product_mng,medium,0
15142,1.9,6.4,6,222,5,0,0,product_mng,medium,0
15143,8.2,6.9,5,219,3,0,0,IT,medium,0
15144,9.9,9.6,4,202,3,0,0,RandD,medium,0
15145,4.5,5.8,3,200,2,0,0,RandD,medium,0
15146,8.9,8.9,3,138,2,0,0,RandD,medium,0
15147,7.5,7.8,4,158,5,1,0,RandD,medium,0
15148,8,8.6,3,136,2,0,0,RandD,medium,0
15149,7.8,4.9,4,222,2,0,0,marketing,medium,0
15150,9.5,7.6,3,236,2,1,0,sales,medium,0
15151,6.8,6.7,4,135,2,0,0,accounting,medium,0
15152,8.2,9.7,5,235,3,0,0,support,medium,0
15153,9,6.9,4,274,2,0,0,technical,medium,0
15154,5.9,9.9,3,235,2,0,0,management,medium,0
15155,6.6,5.7,3,169,4,1,0,marketing,medium,0
15156,6.3,5.6,5,286,4,0,0,marketing,medium,0
15157,7.3,7.8,3,166,2,0,0,marketing,medium,0
15158,6.3,9.3,3,236,4,0,0,sales,high,0
15159,8.7,6.2,5,197,2,0,0,sales,low,0
15160,6.2,8.7,6,169,2,1,0,sales,medium,0
15161,5.3,9,3,210,3,0,0,sales,medium,0
15162,9.4,8.3,4,156,2,0,0,sales,medium,0
15163,9.4,5.5,5,231,2,0,0,sales,medium,0
15164,5.5,6.4,3,101,2,1,0,sales,medium,0
15165,5.8,7.2,4,259,3,0,0,sales,medium,0
15166,9.8,8.8,5,203,5,1,0,sales,medium,0
15167,7.4,7.6,5,255,4,0,0,sales,medium,0
15168,6.5,4.8,3,131,3,1,0,sales,medium,0
15169,9.7,7.9,2,272,2,0,0,sales,medium,0
15170,5.8,7.5,4,253,2,0,0,sales,low,0
15171,4.9,7.7,2,254,2,0,0,sales,low,0
15172,6.9,9.8,3,214,2,0,0,sales,low,0
15173,5.5,4.9,5,195,3,0,0,sales,low,0
15174,6.5,8.9,4,240,3,0,0,sales,low,0
15175,8.7,4.9,4,149,2,0,0,sales,low,0
15176,1.2,7,4,276,4,0,0,sales,low,0
15177,6.5,8.4,4,247,4,0,0,accounting,high,0
15178,2.3,6.6,4,212,4,1,0,accounting,low,0
15179,6.2,7.7,4,256,3,0,0,accounting,high,0
15180,8.6,7.2,4,178,2,0,0,hr,high,0
15181,8.5,6,4,255,4,0,0,hr,low,0
15182,7.4,7.6,3,224,2,0,0,hr,low,0
15183,5.3,7.6,2,204,4,0,0,hr,high,0
15184,9.9,4.4,6,104,6,0,0,technical,low,0
15185,4.8,8.1,5,113,3,0,0,technical,medium,0
15186,7.2,7.4,3,243,2,0,0,technical,high,0
15187,7.6,7.2,3,242,5,1,0,technical,medium,0
15188,4.1,7,4,177,3,0,0,technical,medium,0
15189,8.5,8.8,3,235,2,0,0,technical,medium,0
15190,6.2,4.9,4,175,3,0,0,technical,medium,0
15191,1.6,7.8,4,280,6,0,0,technical,high,0
15192,5.8,6.1,3,205,2,0,0,technical,medium,0
15193,7.3,9.5,4,243,3,0,0,technical,medium,0
15194,2.8,7.6,3,150,2,0,0,technical,medium,0
15195,7.7,6.1,4,178,2,1,0,support,high,0
15196,8.5,8.6,3,231,3,0,0,support,medium,0
15197,5.6,7.6,3,134,2,0,0,support,high,0
15198,8.1,10,5,143,2,0,0,support,low,0
15199,8.3,8.7,3,156,3,0,0,support,medium,0
15200,4.9,4.8,4,249,3,0,0,support,medium,0
15201,8.1,9.7,3,247,3,0,0,support,medium,0
15202,5.6,9.2,5,222,4,0,0,support,medium,0
15203,7.7,8.3,3,160,3,0,0,support,low,0
15204,7.3,5,4,224,4,1,0,support,low,0
15205,9.5,7.2,4,235,2,0,0,support,low,0
15206,6.9,6.8,5,167,3,0,0,technical,low,0
15207,7.9,8.9,3,104,4,0,0,technical,low,0
15208,6.3,5.7,5,160,2,0,0,technical,low,0
15209,8,7.9,4,168,3,0,0,management,low,0
15210,6.4,6.1,2,153,2,0,0,IT,low,0
15211,9.2,9,4,249,3,0,0,IT,low,0
15212,9.6,7.5,4,177,2,0,0,IT,low,0
15213,5.6,8.5,3,225,3,0,0,IT,high,0
15214,3.7,6.1,3,186,2,0,0,IT,low,0
15215,5,8.2,3,133,2,1,0,product_mng,low,0
15216,4.9,5.8,4,213,4,1,0,product_mng,low,0
15217,10,7.3,3,245,2,1,0,product_mng,low,0
15218,8.2,7.5,5,160,3,1,0,product_mng,high,0
15219,5.2,5.4,4,212,3,0,0,IT,low,0
15220,7.6,9.6,4,135,3,1,1,RandD,low,0
15221,2,5.3,3,149,4,0,1,RandD,low,0
15222,6,9,4,178,3,0,1,RandD,high,0
15223,6.9,9,6,224,4,0,1,RandD,low,0
15224,9.3,5.1,3,196,2,0,1,RandD,medium,0
15225,7,6.4,4,178,3,1,1,marketing,high,0
15226,5.6,5.4,4,191,2,1,1,sales,medium,0
15227,9.7,6.1,4,167,3,0,1,accounting,high,0
15228,2.4,6.5,6,275,5,1,1,support,medium,0
15229,8.3,9.1,3,168,3,0,1,technical,medium,0
15230,5.5,8.5,3,152,2,0,1,management,medium,0
15231,6.8,9.9,3,263,3,1,1,marketing,medium,0
15232,4.8,5.3,3,113,4,0,0,marketing,medium,0
15233,7.5,9.5,3,253,3,0,0,marketing,medium,0
15234,6.1,5,4,271,3,1,0,sales,medium,0
15235,5,7.4,4,165,2,1,0,sales,medium,0
15236,7.8,5.4,5,257,3,0,0,sales,high,0
15237,6.1,6.8,4,244,3,0,0,sales,low,0
15238,4.8,5,4,179,3,0,0,sales,medium,0
15239,9.3,9.2,3,248,2,0,0,sales,medium,0
15240,7.8,5.8,3,224,2,0,0,sales,medium,0
15241,9.2,9.9,5,236,4,0,0,sales,medium,0
15242,7.1,9.8,5,213,3,0,0,sales,medium,0
15243,1.5,4.2,4,238,3,0,0,sales,medium,0
15244,1.4,8.3,5,153,5,1,0,sales,medium,0
15245,5.6,7.2,4,247,2,0,0,sales,medium,0
15246,10,8.4,3,154,3,0,0,sales,medium,0
15247,7.7,8.2,3,147,4,0,0,sales,high,0
15248,8.6,6.6,3,150,2,0,0,sales,low,0
15249,8.8,9.5,3,137,3,0,0,sales,low,0
15250,8.5,8.4,5,179,3,0,0,sales,low,0
15251,9.5,5.6,5,194,2,0,0,sales,high,0
15252,6.5,6.5,4,224,3,0,0,sales,low,0
15253,7,5.5,3,253,2,1,0,accounting,low,0
15254,6,5.5,3,177,3,1,0,accounting,low,0
15255,8.4,8.3,3,215,3,0,0,accounting,high,0
15256,2.3,5.9,5,245,5,0,0,hr,low,0
15257,8.9,7.5,3,134,3,0,0,hr,low,0
15258,9.8,9.1,4,273,2,0,0,hr,low,0
15259,8.8,8.3,4,163,3,0,0,hr,low,0
15260,8.7,5.2,3,152,4,0,0,technical,low,0
15261,9.3,9.6,3,268,4,0,0,technical,low,0
15262,1.3,9.5,5,149,2,0,0,technical,low,0
15263,9.9,5.6,6,128,4,0,0,technical,medium,0
15264,5.2,5.1,3,218,2,1,0,technical,medium,0
15265,5.8,9.8,3,146,3,0,0,technical,medium,0
15266,8.5,5.7,5,190,2,1,0,technical,medium,0
15267,4.1,5.9,2,182,3,0,0,technical,medium,0
15268,10,8,5,162,3,1,0,technical,medium,0
15269,6.3,6.4,3,243,3,0,0,technical,medium,0
15270,6.3,5.8,4,141,3,1,0,technical,medium,0
15271,6.3,9,3,142,3,0,0,support,medium,0
15272,5.9,6.2,3,203,4,0,0,support,medium,0
15273,8.8,7.7,4,168,4,0,0,support,medium,0
15274,7.2,7,3,149,3,0,0,support,medium,0
15275,6.7,8.1,4,168,2,0,0,support,high,0
15276,4.1,5.4,2,190,4,0,0,support,low,0
15277,3,6.8,3,229,6,0,0,support,medium,0
15278,8.3,8.4,3,249,2,0,0,support,medium,0
15279,7.3,9.3,4,162,2,1,0,support,medium,0
15280,8.7,9,4,163,2,0,0,support,medium,0
15281,9.3,7.4,2,169,4,0,0,support,low,0
15282,9.7,9.1,4,257,3,1,0,technical,low,0
15283,7,5.4,4,150,4,0,0,technical,low,0
15284,6.6,9.5,4,183,3,0,0,technical,low,0
15285,6.2,6.6,3,208,3,0,0,management,low,0
15286,5.6,5.2,4,158,2,0,0,IT,low,0
15287,3.2,7.2,2,240,5,0,0,IT,low,0
15288,5.5,8.1,5,251,3,0,0,IT,low,0
15289,6.9,9.1,5,205,2,0,0,IT,low,0
15290,9.1,6.3,4,226,3,1,0,IT,low,0
15291,3.3,8.2,5,249,6,0,0,product_mng,low,0
15292,3.7,7.4,2,197,3,0,0,product_mng,low,0
15293,9.5,5.7,5,216,3,0,0,product_mng,low,0
15294,1.7,9.1,4,260,5,0,0,product_mng,low,0
15295,9.5,5.3,4,263,3,0,0,IT,low,0
15296,2.7,6.9,2,177,5,0,0,RandD,low,0
15297,9.1,9.5,4,171,3,0,0,RandD,low,0
15298,4.9,6.1,3,148,2,1,0,RandD,low,0
15299,6,5.6,4,138,3,0,0,RandD,low,0
15300,5.2,5.7,4,183,3,0,0,RandD,low,0
15301,5.4,6.5,3,202,3,0,0,marketing,low,0
15302,8.6,5.3,4,160,2,1,0,sales,medium,0
15303,7.8,8.7,4,264,3,0,0,accounting,medium,0
15304,6,8.1,4,245,3,1,0,support,medium,0
15305,1.5,9.1,2,207,3,0,0,technical,medium,0
15306,7.2,9.2,3,225,3,0,0,management,medium,0
15307,9.4,8.5,4,236,2,0,0,marketing,medium,0
15308,9.2,5.6,4,170,3,0,0,marketing,medium,0
15309,6,8.8,3,261,3,1,0,marketing,medium,0
15310,4.1,6.8,4,273,3,0,0,sales,medium,0
15311,5,4.3,3,184,2,0,0,sales,medium,0
15312,8,9.1,3,202,2,0,0,sales,medium,0
15313,6.7,8.3,4,195,3,0,0,sales,medium,0
15314,7.1,8.8,4,266,3,0,0,sales,high,0
15315,6.6,8.5,3,266,5,0,0,sales,low,0
15316,7.7,7.4,5,263,2,0,0,sales,medium,0
15317,6.2,5.4,3,142,2,0,0,sales,medium,0
15318,9.5,5.3,4,162,3,0,0,sales,medium,0
15319,8.9,7.5,5,258,2,0,0,sales,medium,0
15320,7.4,8.3,4,170,2,0,0,sales,low,0
15321,1.9,8,4,249,5,0,0,sales,low,0
15322,8.3,7.7,3,171,3,0,0,sales,low,0
15323,5.3,6.4,2,177,4,0,0,sales,low,0
15324,9.8,7.5,5,188,2,0,0,sales,low,0
15325,7.4,9.9,5,146,2,0,0,sales,low,0
15326,2.2,8.8,5,154,5,0,0,sales,low,0
15327,7.6,6.8,4,204,3,1,0,sales,low,0
15328,8.9,9.1,5,224,3,1,0,sales,low,0
15329,5,8.4,3,156,4,0,0,accounting,low,0
15330,1.7,8.2,6,259,4,0,0,accounting,low,0
15331,4.6,3.8,6,165,3,0,0,accounting,low,0
15332,6.8,7.8,3,264,3,0,0,hr,low,0
15333,7.7,8.6,4,215,2,0,0,hr,low,0
